CustomerID,Recency,Frequency,Monetary,RFM_Recency,RFM_Frequency,RFM_Monetary,RFM_Score
29995,3465,4,343437.28,2,1,1,211
30094,3465,8,338939.2,2,1,1,211
30109,3495,8,337860.24,2,1,1,211
29704,3495,8,336415.93,2,1,1,211
29736,3434,4,328503.16,1,1,1,111
29692,3495,8,325981.91,2,1,1,211
30043,3434,8,321498.96,1,1,1,111
29895,3465,8,318254.2,2,1,1,211
29560,3465,8,316607.15,2,1,1,211
29853,3831,8,311446.43,5,1,1,511
29783,3495,8,310488.52,2,1,1,211
29615,3465,4,309837.17,2,1,1,211
29618,3465,8,309816.77,2,1,1,211
29904,3465,8,302592.29,2,1,1,211
29509,3465,12,299600.96,2,1,1,211
29792,3465,8,294525.41,2,1,1,211
29896,3465,8,294289.28,2,1,1,211
29956,3434,8,294117.09,1,1,1,111
29910,3465,8,292814.89,2,1,1,211
29658,3495,8,292577.82,2,1,1,211
29698,3465,12,290158.93,2,1,1,211
29515,3647,8,289959,4,1,1,411
30065,3495,8,289037.68,2,1,1,211
29564,3465,4,288776.04,2,1,1,211
29996,3465,8,287195.24,2,1,1,211
29889,3861,8,287128.16,5,1,1,511
29579,3434,8,284892.64,1,1,1,111
29543,3465,8,284876.07,2,1,1,211
29796,3434,4,284384.42,1,1,1,111
30118,3434,8,279039.59,1,1,1,111
29789,3465,12,279025.06,2,1,1,211
29732,3465,8,278964.12,2,1,1,211
29693,3495,4,278252.67,2,1,1,211
30111,4196,4,276531.89,5,1,1,511
30055,3465,8,274946.87,2,1,1,211
30113,3434,8,274030.05,1,1,1,111
29525,4165,4,272181.98,5,1,1,511
29601,3465,8,269548.51,2,1,1,211
29935,3465,8,269109.63,2,1,1,211
29793,3800,4,268915.6,5,1,1,511
30076,3465,12,268236.52,2,1,1,211
29649,3800,8,264731.67,5,1,1,511
29836,3831,4,259083.31,5,1,1,511
29710,4165,4,254866.39,5,1,1,511
29909,3495,8,254183.04,2,1,1,211
29627,3465,8,253017.09,2,1,1,211
29822,3434,8,250584.72,1,1,1,111
30075,3495,8,249741.3,2,1,1,211
29891,3434,8,248849.04,1,1,1,111
29605,3495,8,248136.4,2,1,1,211
29916,3434,4,242618.5,1,1,1,111
29622,3434,10,236194,1,1,1,111
29499,3434,8,235281.45,1,1,1,111
30095,3465,12,228419.95,2,1,1,211
29488,3434,4,225057.59,1,1,1,111
29917,3434,4,224660.4,1,1,1,111
29963,3465,12,223285.39,2,1,1,211
29947,3465,8,222825.86,2,1,1,211
29550,3434,4,220445.59,1,1,1,111
29843,3434,4,218315.21,1,1,1,111
30070,3495,4,216399.61,2,1,1,211
29695,3434,4,213343.23,1,1,1,111
29549,3861,8,212369.64,5,1,1,511
29786,3465,8,210252.01,2,1,1,211
29643,3465,4,208156.54,2,1,1,211
29932,3434,4,204626.78,1,1,1,111
29589,3495,4,203450.43,2,1,1,211
30083,3800,4,200013.37,5,1,1,511
29557,3434,4,199684.3,1,1,1,111
29608,3465,4,199022.31,2,1,1,211
29513,3831,4,194564.08,5,1,1,511
29880,3465,12,193784.01,2,1,1,211
29921,4165,4,193258.67,5,1,1,511
30116,3495,4,190906.17,2,1,1,211
29609,3465,4,189440.99,2,1,1,211
29738,3434,4,188737.38,1,1,1,111
29563,3434,4,188180.09,1,1,1,111
29660,3434,4,186861.91,1,1,1,111
29521,3465,12,184846.24,2,1,1,211
29524,3465,4,184153.16,2,1,1,211
29727,3465,4,183185.79,2,1,1,211
29746,3800,8,182933.2,5,1,1,511
29954,3800,4,179995.56,5,1,1,511
29774,4196,4,175503.7,5,1,1,511
29625,3434,4,174737.74,1,1,1,111
30105,3434,8,173371.27,1,1,1,111
29915,3434,9,172404.68,1,1,1,111
30051,3495,4,167613.77,2,1,1,211
29945,3465,11,165860.53,2,1,1,211
29504,4165,4,165150.08,5,1,1,511
29925,3920,7,162319.32,5,1,1,511
30071,3434,4,161590.38,1,1,1,111
29828,3465,8,158417.24,2,1,1,211
29561,3465,4,158389.11,2,1,1,211
29941,3495,4,157300.94,2,1,1,211
29706,3465,4,154664.78,2,1,1,211
29725,3465,4,154598.43,2,1,1,211
29958,3495,9,154348.99,2,1,1,211
29946,3831,8,153402.37,5,1,1,511
29582,4196,4,153310.58,5,1,1,511
29737,3495,4,151448.99,2,1,1,211
29811,3495,12,151405.36,2,1,1,211
29720,3434,4,151166.65,1,1,1,111
29645,3434,4,150251.94,1,1,1,111
29942,3465,4,150221.58,2,1,1,211
29968,3465,11,149515.02,2,1,1,211
30059,3465,4,148979.85,2,1,1,211
29898,4226,4,148840.34,5,1,1,511
29795,3495,8,148711.87,2,1,1,211
29787,4012,6,148659.27,5,1,1,511
30101,3465,4,148263.86,2,1,1,211
30045,3831,4,147820.22,5,1,1,511
30060,3465,8,146261.42,2,1,1,211
29967,4165,4,146234.76,5,1,1,511
29628,3434,4,145515.73,1,1,1,111
29511,3465,11,144825.62,2,1,1,211
30108,3831,4,144602.58,5,1,1,511
29528,3434,8,144109.87,1,1,1,111
29964,3434,4,143857.05,1,1,1,111
30044,3831,4,141881.45,5,1,1,511
30056,4196,4,140874.51,5,1,1,511
29492,3434,6,140402.04,1,1,1,111
29842,3434,10,138868.3,1,1,1,111
29742,4196,4,138840.84,5,1,1,511
29937,3861,4,138515.99,5,1,1,511
29749,4196,4,137715.85,5,1,1,511
29748,4165,4,137529.04,5,1,1,511
29899,3465,4,132838.37,2,1,1,211
29552,3434,4,132470.13,1,1,1,111
29484,3800,7,131763.29,5,1,1,511
30096,3495,9,131729.61,2,1,1,211
29953,3831,4,130995.95,5,1,1,511
29500,3495,7,130653.41,2,1,1,211
29911,3465,4,128413.15,2,1,1,211
29551,3434,4,128410.81,1,1,1,111
29642,3434,9,127991.27,1,1,1,111
29918,3465,4,125850.36,2,1,1,211
29510,4196,4,125380.9,5,1,1,511
30009,3465,8,125175.24,2,1,1,211
29685,3434,12,122123.57,1,1,1,111
29817,3465,4,120656,2,1,1,211
30082,3434,4,118932.04,1,1,1,111
29595,3495,4,118297.15,2,1,1,211
29922,3434,4,117855.18,1,1,1,111
30092,3434,4,117319.92,1,1,1,111
29931,3434,4,116666.36,1,1,1,111
29894,3495,4,116553.24,2,1,1,211
29841,3434,4,114816.37,1,1,1,111
29907,3465,4,114537.55,2,1,1,211
29534,3434,4,114307.14,1,1,1,111
29739,3800,4,114300.16,5,1,1,511
29485,3434,4,114251.27,1,1,1,111
29699,3831,4,113207.22,5,1,1,511
29810,3434,12,111248.51,1,1,1,111
30063,3465,4,109111.53,2,1,1,211
30004,3555,7,109074.76,3,1,1,311
30097,3434,4,108580.75,1,1,1,111
29820,3495,4,108295.24,2,1,1,211
30073,3465,4,107807.16,2,1,1,211
29592,3434,12,107609.2,1,1,1,111
29821,3434,4,107515.48,1,1,1,111
29823,3434,4,107004.45,1,1,1,111
29776,3495,4,104596.91,2,1,1,211
30087,3434,4,103694.84,1,1,1,111
29892,3647,9,101871.23,4,1,1,411
30106,3800,8,101203.58,5,1,1,511
29846,3465,12,101000.42,2,1,1,211
29531,3434,11,100509.17,1,1,1,111
30093,3465,4,100404.62,2,1,1,211
29951,3434,7,100001.43,1,1,1,111
30005,3465,4,98487.52,2,1,1,211
29803,3434,12,97354.85,1,1,1,111
29496,3434,4,97154.9,1,1,1,111
29571,3465,12,95321.7,2,1,1,211
29809,3434,8,94596.1,1,1,1,111
29581,3526,9,94374,3,1,1,311
29928,3465,4,93906.02,2,1,1,211
29718,3861,8,90764.21,5,1,1,511
30026,3465,8,88730.8,2,1,1,211
29824,3495,9,88724.63,2,1,1,211
30100,4196,4,88310.82,5,1,1,511
30091,3465,8,88245.87,2,1,1,211
29906,4196,4,87491.36,5,1,1,511
29491,4226,4,87271.36,5,1,1,511
29883,4073,5,87201.31,5,1,1,511
29696,3434,8,86197.09,1,1,1,111
29815,3434,8,86179.31,1,1,1,111
29981,3495,8,85799.91,2,1,1,211
29773,4196,4,85177.08,5,1,1,511
30090,4165,4,83457.11,5,1,1,511
29769,4165,4,83441.59,5,1,1,511
30011,3465,11,83433.96,2,1,1,211
29784,3465,8,83292.21,2,1,1,211
29533,3495,12,82995.59,2,1,1,211
29684,3465,8,82357.12,2,1,1,211
29912,4226,4,81838.6,5,1,1,511
29717,3739,7,78543.39,5,1,1,511
29974,3586,5,77468.59,4,1,1,411
30088,4165,4,77140.96,5,1,1,511
29661,3861,6,76463.87,5,1,1,511
29794,4196,4,71252.82,5,1,1,511
29487,3434,11,71194,1,1,1,111
29961,3465,10,70893.85,2,1,1,211
30014,3465,4,69544.74,2,1,1,211
29807,4196,4,69150.31,5,1,1,511
29538,3465,4,68910.87,2,1,1,211
29865,3465,12,68637.49,2,1,1,211
30020,3434,4,67471.1,1,1,1,111
29798,3465,8,66335.98,2,1,1,211
29620,3465,12,66193.22,2,1,1,211
29577,3434,12,65151.87,1,1,1,111
29740,3434,8,64700.47,1,1,1,111
29985,3465,8,62396.84,2,1,1,211
29666,3465,4,62378.67,2,1,1,211
29972,3434,4,62302.37,1,1,1,111
29680,3831,8,61809.13,5,1,1,511
29708,4165,4,61616.52,5,1,1,511
30030,3465,8,60998.34,2,1,1,211
30029,3434,8,60792.35,1,1,1,111
29761,3495,12,60710.99,2,1,1,211
29805,3495,8,60388.27,2,1,1,211
29539,3465,12,60028.5,2,1,1,211
30015,3465,4,59933.96,2,1,1,211
29544,3465,8,59369.04,2,1,1,211
29877,3434,4,59116.12,1,1,1,111
29757,3465,12,58236.07,2,1,1,211
29526,3465,4,57153.22,2,1,1,211
29655,4165,4,56395.34,5,1,1,511
29791,4196,4,55710.7,5,1,1,511
29570,3495,12,55199.07,2,1,1,211
29653,3434,4,54963.83,1,1,1,111
29856,3434,8,54633.66,1,1,1,111
29540,3465,8,53441.07,2,1,1,211
29797,3465,8,52306.82,2,1,1,211
29731,3465,12,51803.14,2,1,1,211
30039,3495,8,49642.73,2,1,1,211
29780,3465,8,49438.82,2,1,1,211
29813,4196,4,48761.86,5,1,1,511
29671,3495,4,47630.11,2,1,1,211
29667,3831,4,47478.83,5,1,1,511
29632,4165,4,46135.46,5,1,1,511
29558,3739,9,45769.58,5,1,1,511
30037,3434,8,45521.64,1,1,1,111
29799,3434,4,45344.54,1,1,1,111
29975,3434,8,45288.83,1,1,1,111
29778,3495,8,44990.01,2,1,1,211
29586,3465,8,44981.5,2,1,1,211
29654,3495,8,44574.1,2,1,1,211
29659,3617,7,43911.15,4,1,1,411
29520,3495,8,42804.26,2,1,1,211
29664,4196,4,42676.97,5,1,1,511
29663,3800,4,41816.72,5,1,1,511
29675,3465,12,41565.95,2,1,1,211
29598,3465,8,41336.49,2,1,1,211
29866,3647,6,40581.18,4,1,1,411
29683,3495,8,40287.4,2,1,1,211
29721,3434,12,40221.1,1,1,1,111
29873,3434,8,40148.03,1,1,1,111
29779,3465,4,39975.69,2,1,1,211
29656,3495,4,39462.64,2,1,1,211
29709,3434,8,39171.41,1,1,1,111
29897,3434,12,38782.5,1,1,1,111
29669,3434,11,37289.18,1,1,1,111
29596,4226,4,36649.99,5,1,1,511
29986,3465,8,35704.75,2,1,1,211
29677,3465,8,35248.77,2,1,1,211
29979,3465,4,34997.64,2,1,1,211
29830,3465,10,34338.57,2,1,1,211
29759,4226,4,32646.32,5,1,1,511
29633,3465,7,32251.85,2,1,1,211
30022,3465,11,32116.7,2,1,1,211
29982,3434,11,31751.78,1,1,1,111
29670,3495,4,31477.6,2,1,1,211
29634,3495,4,31039.25,2,1,1,211
29973,3861,7,30564.62,5,1,1,511
29762,3434,4,30150.96,1,1,1,111
29878,3434,4,29750.13,1,1,1,111
29879,3495,8,29688.64,2,1,1,211
29781,3434,8,29531.96,1,1,1,111
30047,3465,7,28933.96,2,1,1,211
29686,4165,4,28783.54,5,1,1,511
29869,3465,8,28485.66,2,1,1,211
29506,3465,4,28407.86,2,1,1,211
29613,3861,4,28216.85,5,1,1,511
29631,3495,4,27516.65,2,1,1,211
29970,3495,4,27283.92,2,1,1,211
30007,3434,8,26778.01,1,1,1,111
29566,4226,4,26558.92,5,1,1,511
29687,3434,4,26427.37,1,1,1,111
29755,4165,4,26307.87,5,1,1,511
29678,3434,8,25242.53,1,1,1,111
29816,3465,8,25204.79,2,1,1,211
29969,3982,6,24970.54,5,1,1,511
30034,3434,4,24684.15,1,1,1,111
29801,3434,4,24392.58,1,1,1,111
29635,3434,8,23811.26,1,1,1,111
29874,3495,4,23390.26,2,1,1,211
30027,3434,4,22914.34,1,1,1,111
29814,3465,4,22522.78,2,1,1,211
29593,3465,8,22369.41,2,1,1,211
29673,4165,4,22340.76,5,1,1,511
30019,3434,8,22154.95,1,1,1,111
29871,3495,4,21909.34,2,1,1,211
29519,3465,4,21860.14,2,1,1,211
29988,3831,8,21827.42,5,1,1,511
29569,3465,10,21339.31,2,1,1,211
29553,3434,4,21244.54,1,1,1,111
29691,3465,7,20510.74,2,1,1,211
29984,3465,4,20427,2,1,1,211
29636,3861,4,20168.86,5,1,1,511
30052,4226,4,19413.99,5,1,1,511
29876,3831,4,19151.57,5,1,1,511
30035,3465,4,18963.41,2,1,1,211
29983,3465,8,18808.7,2,1,1,211
29591,3495,4,18736.97,2,1,1,211
29747,3495,9,18521.28,2,1,1,211
29574,3434,8,18400.59,1,1,1,111
29527,3434,4,18383.17,1,1,1,111
29804,3434,4,18055.39,1,1,1,111
29750,3434,5,18030.73,1,1,1,111
30054,3465,4,17804.09,2,1,1,211
29600,3800,3,17582.4,5,1,1,511
29572,3434,4,17435.7,1,1,1,111
29867,3495,7,17320.33,2,1,1,211
29976,3800,4,17162.95,5,1,1,511
29610,3861,7,16320.42,5,1,1,511
29800,3465,5,16240.36,2,1,1,211
29494,3434,9,16225.02,1,1,1,111
29517,3465,4,16173.74,2,1,1,211
29745,3495,8,16039.93,2,1,1,211
29588,3465,10,15590.42,2,1,1,211
29837,3495,8,15381.67,2,1,1,211
29554,3739,8,15075.5,5,1,1,511
30013,4165,3,15007.28,5,1,1,511
30017,3831,4,14603.12,5,1,1,511
29903,3434,7,14378.9,1,1,1,111
29606,3495,10,14237.05,2,1,1,211
29568,3434,8,14220.92,1,1,1,111
29535,3434,8,14042.08,1,1,1,111
29555,3647,5,13657.53,4,1,1,411
29711,3434,6,13427.69,1,1,1,111
12301,3443,5,13295.38,1,1,1,111
12132,3477,5,13294.27,2,1,1,211
12308,3444,5,13269.27,1,1,1,111
12131,3484,5,13265.99,2,1,1,211
12300,3477,5,13242.7,2,1,1,211
29868,3465,4,13219.94,2,1,1,211
12321,3442,5,13215.65,1,1,1,111
12124,3487,5,13195.64,2,1,1,211
12307,3446,5,13173.19,2,1,1,211
12296,3469,5,13164.64,2,1,1,211
29890,3586,8,13137.37,4,1,1,411
11433,3510,6,12909.67,3,1,1,311
29681,3617,5,12790.08,4,1,1,411
29977,3465,4,12728.32,2,1,1,211
29626,3465,7,12680.18,2,1,1,211
29676,3434,7,12649.61,1,1,1,111
29863,3465,4,12565.93,2,1,1,211
11439,3474,6,12489.17,2,1,1,211
29518,3434,5,12343.82,1,1,1,111
30061,3465,4,12262.04,2,1,1,211
29682,3495,8,12216.55,2,1,1,211
30042,3555,11,12056.24,3,1,1,311
30028,3831,4,11739.88,5,1,1,511
29556,3465,4,11676.34,2,1,1,211
30114,3495,8,11652.99,2,1,1,211
11241,3465,7,11469.19,2,1,1,211
30012,3831,7,11346.88,5,1,1,511
30021,3465,4,11277.2,2,1,1,211
29808,4165,3,11250.26,5,1,1,511
11417,3418,7,11248.46,1,1,1,111
11420,3434,7,11200.77,1,1,1,111
30008,3434,5,11142.6,1,1,1,111
30058,3465,8,11138.73,2,1,1,211
11242,3429,7,11068.01,1,1,1,111
29730,3434,6,11038.03,1,1,1,111
29530,3800,4,11035.82,5,1,1,511
12655,3599,4,10899.62,4,1,1,411
13263,3580,4,10872.06,4,1,1,411
12323,3632,4,10836.9,4,1,1,411
12333,3611,4,10829.22,4,1,1,411
12650,3591,4,10813.63,4,1,1,411
12631,3609,4,10799.52,4,1,1,411
12632,3600,4,10793.27,4,1,1,411
12332,3592,4,10789.53,4,1,1,411
13405,3562,4,10778.61,3,1,1,311
29652,3434,4,10749.35,1,1,1,111
30003,3800,4,10717.86,5,1,1,511
29623,3586,3,10655.43,4,1,1,411
29962,3434,8,10598.54,1,1,1,111
11245,3422,4,10580.35,1,1,1,111
11246,3413,4,10575.33,1,1,1,111
11237,3438,4,10566.38,1,1,1,111
11425,3412,6,10528.63,1,1,1,111
29597,3465,4,10517.29,2,1,1,211
11429,3409,6,10468.38,1,1,1,111
30031,3434,4,10405.24,1,1,1,111
30024,3465,4,10358.06,2,1,1,211
29948,3434,3,10350.5,1,1,1,111
29939,3434,4,10279.02,1,1,1,111
29503,3465,7,10237.78,2,1,1,211
30023,3465,7,10030.28,2,1,1,211
11428,3472,4,9954.26,2,1,1,211
11427,3474,4,9917.99,2,1,1,211
11431,3494,4,9912.98,2,1,1,211
11423,3474,4,9904.97,2,1,1,211
11249,3509,4,9890.27,3,1,1,311
11412,3483,4,9879.96,2,1,1,211
14186,3543,4,9796.32,3,1,1,311
11421,3485,4,9780.04,2,1,1,211
29806,3434,4,9730.46,1,1,1,111
13592,3544,4,9695.73,3,1,1,311
13605,3554,4,9614.73,3,1,1,311
29665,3465,4,9601.97,2,1,1,211
29688,3465,5,9593.41,2,1,1,211
14185,3555,4,9523,3,1,1,311
13575,3552,4,9458.18,3,1,1,311
14192,3552,4,9451.91,3,1,1,311
13577,3539,4,9450.32,3,1,1,311
14200,3496,4,9421.91,2,1,1,211
29529,3434,4,9413.35,1,1,1,111
13595,3540,4,9390.53,3,1,1,311
11432,3408,6,9330.2,1,1,1,111
29611,4196,3,9127.82,5,1,1,511
29508,3434,10,9078.47,1,1,1,111
29872,3617,6,9055.29,4,1,1,411
29764,3465,8,8997.82,2,1,1,211
29602,3495,4,8978.65,2,1,1,211
13257,3427,4,8941.28,1,1,1,111
30115,3465,8,8917.56,2,1,1,211
29501,3434,4,8899.35,1,1,1,111
13258,3419,4,8886.53,1,1,1,111
29590,3465,7,8886.48,2,1,1,211
12128,3429,4,8681.11,1,1,1,111
29679,3495,7,8644.67,2,1,1,211
12125,3446,4,8595.41,2,1,1,211
29887,3434,4,8582.95,1,1,1,111
12129,3408,4,8557.41,1,1,1,111
29756,3647,6,8537.44,4,1,1,411
29753,3465,8,8522.82,2,1,1,211
29971,3434,6,8476.68,1,1,1,111
13600,3583,3,8460.25,4,1,1,411
14427,3528,3,8451.26,3,1,1,311
15106,3541,3,8421.28,3,1,1,311
29864,3434,7,8409.86,1,1,1,111
14775,3611,3,8404.28,4,1,1,411
14429,3539,3,8394.29,3,1,1,311
15692,3555,3,8392.3,3,1,1,311
15097,3552,3,8377.09,3,1,1,311
13602,3586,3,8376.28,4,1,1,411
13583,3610,3,8375.29,4,1,1,411
13581,3607,3,8374.79,4,1,1,411
13585,3567,3,8368.29,3,1,1,311
14940,3570,3,8367.55,3,1,1,311
14939,3589,3,8367.3,4,1,1,411
14207,3599,3,8361.3,4,1,1,411
13584,3560,3,8361.29,3,1,1,311
13591,3576,3,8355.27,3,1,1,311
14830,3617,3,8346.28,4,1,1,411
15691,3553,3,8341.29,3,1,1,311
14425,3605,3,8332.3,4,1,1,411
13576,3595,3,8330.79,4,1,1,411
14181,3588,3,8326.31,4,1,1,411
15695,3530,3,8324.24,3,1,1,311
14428,3573,3,8321.31,3,1,1,311
14183,3559,3,8321.31,3,1,1,311
11767,3574,3,8319.51,3,1,1,311
14426,3600,3,8319.3,4,1,1,411
14189,3606,3,8317.32,4,1,1,411
14195,3551,3,8316.29,3,1,1,311
14198,3609,3,8308.59,4,1,1,411
13590,3564,3,8306.3,3,1,1,311
15080,3577,3,8305.3,3,1,1,311
14191,3571,3,8301.31,3,1,1,311
15118,3535,3,8301.31,3,1,1,311
15354,3548,3,8297.29,3,1,1,311
11112,3522,3,8295.02,3,1,1,311
30084,3495,8,8288.76,2,1,1,211
11766,3576,3,8280.48,3,1,1,311
12338,3538,3,8265,3,1,1,311
11101,3587,3,8262.52,4,1,1,411
11900,3575,3,8257.01,3,1,1,311
12003,3545,3,8256.5,3,1,1,311
11451,3611,3,8249.49,4,1,1,411
11995,3423,3,8249.01,1,1,1,111
11000,3644,3,8248.99,4,1,1,411
11058,3612,3,8248.02,4,1,1,411
11901,3454,3,8248.01,2,1,1,211
11986,3528,3,8245.23,3,1,1,311
11109,3592,3,8245.01,4,1,1,411
11120,3505,3,8242.49,3,1,1,311
11446,3595,3,8237.01,4,1,1,411
11443,3493,3,8235,2,1,1,211
11762,3580,3,8228.01,4,1,1,411
11456,3616,3,8224.46,4,1,1,411
11054,3617,3,8223.02,4,1,1,411
11894,3580,3,8223,4,1,1,411
11343,3562,3,8221.99,3,1,1,311
11099,3585,3,8215.99,4,1,1,411
11751,3569,3,8215.02,3,1,1,311
11904,3585,3,8214.5,4,1,1,411
12039,3549,3,8213,3,1,1,311
11977,3540,3,8212.5,3,1,1,311
11457,3615,3,8211.48,4,1,1,411
11007,3689,3,8211,5,1,1,511
11056,3616,3,8207.5,4,1,1,411
11918,3438,3,8204.99,1,1,1,111
11080,3593,3,8204.02,4,1,1,411
12010,3549,3,8203.5,3,1,1,311
11897,3480,3,8203.02,2,1,1,211
11004,3646,3,8196.01,4,1,1,411
12009,3542,3,8195.5,3,1,1,311
11147,3478,3,8195.5,2,1,1,211
11072,3601,3,8194,4,1,1,411
11341,3567,3,8192,3,1,1,311
11899,3578,3,8189.5,4,1,1,411
11117,3591,3,8184.99,4,1,1,411
11452,3604,3,8183.04,4,1,1,411
12000,3540,3,8183,3,1,1,311
11103,3610,3,8182.5,4,1,1,411
11093,3608,3,8180,4,1,1,411
11898,3563,3,8179.03,3,1,1,311
11916,3534,3,8178.51,3,1,1,311
11453,3597,3,8176.98,4,1,1,411
11964,3546,3,8173.53,3,1,1,311
11450,3599,3,8173.26,4,1,1,411
11104,3601,3,8173.03,4,1,1,411
11969,3539,3,8173.02,3,1,1,311
11100,3548,3,8172.51,3,1,1,311
11919,3412,3,8171.52,1,1,1,111
11107,3595,3,8171.01,4,1,1,411
11077,3604,3,8169.03,4,1,1,411
11994,3532,3,8169.03,3,1,1,311
11952,3548,3,8169,3,1,1,311
11055,3609,3,8168.01,4,1,1,411
11914,3532,3,8165.96,3,1,1,311
11472,3468,3,8165.82,2,1,1,211
11070,3590,3,8165.55,4,1,1,411
11990,3533,3,8164.01,3,1,1,311
11754,3556,3,8163.53,3,1,1,311
11333,3572,3,8163.31,3,1,1,311
11337,3567,3,8162,3,1,1,311
11394,3553,3,8161.97,3,1,1,311
11381,3537,3,8161.02,3,1,1,311
11076,3595,3,8159.04,4,1,1,411
11465,3573,3,8158.04,3,1,1,311
11095,3591,3,8158.01,4,1,1,411
11491,3517,3,8158.01,3,1,1,311
11920,3422,3,8156.32,1,1,1,111
11905,3580,3,8155.98,4,1,1,411
11334,3559,3,8154.02,3,1,1,311
11060,3591,3,8153.02,4,1,1,411
11967,3548,3,8153.02,3,1,1,311
11906,3574,3,8151,3,1,1,311
11761,3557,3,8149.49,3,1,1,311
11895,3561,3,8149.04,3,1,1,311
11750,3493,3,8148.02,2,1,1,211
12002,3552,3,8145.33,3,1,1,311
11765,3560,3,8143.03,3,1,1,311
11482,3514,3,8143.03,3,1,1,311
11915,3531,3,8143,3,1,1,311
11455,3616,3,8142.03,4,1,1,411
11459,3598,3,8141.33,4,1,1,411
11989,3549,3,8139.53,3,1,1,311
11003,3637,3,8139.29,4,1,1,411
11768,3572,3,8139.04,3,1,1,311
11460,3606,3,8137.52,4,1,1,411
12337,3547,3,8137.01,3,1,1,311
11111,3533,3,8137,3,1,1,311
11444,3614,3,8136.02,4,1,1,411
11907,3566,3,8135.33,3,1,1,311
11011,3689,3,8133.04,5,1,1,511
11448,3595,3,8132.01,4,1,1,411
11052,3620,3,8131.32,4,1,1,411
11993,3410,3,8131.32,1,1,1,111
11449,3592,3,8130.32,4,1,1,411
11124,3598,3,8129.02,4,1,1,411
11764,3579,3,8129.02,4,1,1,411
11061,3602,3,8129.02,4,1,1,411
11464,3585,3,8128.51,4,1,1,411
11991,3414,3,8128.02,1,1,1,111
11489,3496,3,8127.51,2,1,1,211
11108,3593,3,8124.04,4,1,1,411
11893,3563,3,8123.03,3,1,1,311
11992,3422,3,8123.03,1,1,1,111
11005,3645,3,8121.33,4,1,1,411
11917,3536,3,8121.33,3,1,1,311
